file,chan,cf,amp,bw,offset,slope,curve
11-JS.set,1,3.2715040603578442,0.026732369609959505,1.0000000000000002,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,12.688272490286755,0.07571941301587515,1.007144296603224,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,14.636453462767847,0.19913562435811194,1.0000000000000002,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,16.516630947466755,0.3554436667378802,1.0000000000000802,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,18.763739278539774,0.5834700119003031,1.7071278313522165,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,22.199999999997704,0.8243180855429078,2.9836105771519184,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,26.61811741196713,0.6938055098285147,1.0000000000000002,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,1,26.741966619681918,0.6839486813013842,3.254181945700446,-8.707789588883267,-2.2029790543545427,1.0359497055611111e-17
11-JS.set,2,3.2581052550984766,0.019629982087167264,1.0000000000000002,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,12.115645120119607,0.07487033079294925,1.0000000008310992,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,13.854495050389136,0.1661505486455237,1.0693900578032285,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,16.31081559705689,0.34564467697833656,1.978747709709083,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,22.004541010464788,0.8210859632015577,3.3749853396157024,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,26.999381017186806,0.5672449814062919,2.451805441897629,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,30.143667672093237,0.26733791332078916,1.5678887917902637,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,2,32.65220825691528,0.09555733485674978,1.0000000000000002,-8.866014742102307,-2.2026770689764166,1.7298414560015191e-22
11-JS.set,3,3.253838528280025,0.0072755052048982805,1.0000000000000002,-9.028289210416869,-2.225307056997507,7.354152633479262e-23
11-JS.set,3,11.604801465028093,0.07815954982136475,1.0168977480347519,-9.028289210416869,-2.225307056997507,7.354152633479262e-23
11-JS.set,3,14.568147969728743,0.21154530213666334,1.2993307024390577,-9.028289210416869,-2.225307056997507,7.354152633479262e-23
11-JS.set,3,19.299999999999997,0.5700587182684487,3.3146800167727175,-9.028289210416869,-2.225307056997507,7.354152633479262e-23
11-JS.set,3,24.98890983644012,0.5869212640935402,3.969090360272947,-9.028289210416869,-2.225307056997507,7.354152633479262e-23
11-JS.set,4,10.091083233784483,0.4652950392329114,3.4754466371361654,-9.565298567127378,-2.6282910762811444,1.5022956241673628e-18
11-JS.set,4,18.49999999932844,0.7379656230441345,3.4936069698878387,-9.565298567127378,-2.6282910762811444,1.5022956241673628e-18
11-JS.set,4,25.365965767335723,0.8600924126721754,4.016133807300508,-9.565298567127378,-2.6282910762811444,1.5022956241673628e-18
11-JS.set,5,6.8,0.18780060415443067,1.0000000000000002,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,5,9.01298519511034,0.2623540061699927,1.2893410991833383,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,5,11.512976909299335,0.4289403704393031,1.0000000000000193,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,5,14.198916098015593,0.4093344543277304,1.0000000000000002,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,5,18.4,0.8052303257287328,3.4746582374936112,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,5,25.129554599859755,0.9970721340830639,4.046036369018116,-9.491664052981232,-2.604266559658355,1.9537744731127735e-18
11-JS.set,6,11.368318354621826,0.171118811732887,1.5562962672930072,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,6,14.793553019417425,0.28185640571738446,1.0000000000000002,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,6,18.893540690405175,0.7104767804431038,2.9315825686568906,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,6,23.719991617987603,0.8248314392754743,3.1073094990444106,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,6,27.599999999999998,0.5757559727457302,1.4957080644757539,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,6,30.17939723143594,0.33248930264221777,1.6868790070027075,-9.401336505475516,-2.3092857679603824,3.5437182066850434e-18
11-JS.set,7,11.46302646845639,0.11944293984868537,1.0000000000000002,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,7,19.066877777145773,0.5817166464056669,3.941305928625628,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,7,23.700000031712168,0.6704888016370667,3.3310133020630484,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,7,27.454226322666685,0.4738572527579361,1.3869309380647,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,7,29.64460894649127,0.29026146905964545,1.0000000000000002,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,7,31.52766631592024,0.1728139930528787,1.2639371585152088,-9.282384484785752,-2.2196251026727944,5.1673692051294374e-17
11-JS.set,8,11.068905627230318,0.3856137597909246,1.652866675699891,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,8,19.203147342577473,0.8774498003600435,4.8394489766642925,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,8,23.50000172497292,0.9237125085208522,3.5803945459730735,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,8,26.48872407719357,0.8535512670340264,1.5550016405501876,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,8,29.743006969779024,0.5858088502722136,1.4698354990336489,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,8,32.43251911670589,0.20200611460842488,1.0000000000000002,-9.813786909245682,-2.3573936342141573,5.7644148937289116e-24
11-JS.set,9,12.073932926546007,0.1619564317251978,1.9501502194487546,-9.351286812573113,-2.208889339972675,3.691457678869478e-18
11-JS.set,9,21.849862795715943,0.7418469692576934,4.742874816981454,-9.351286812573113,-2.208889339972675,3.691457678869478e-18
11-JS.set,9,28.500000000000004,0.4083647953612495,2.424822176621443,-9.351286812573113,-2.208889339972675,3.691457678869478e-18
11-JS.set,10,7.000000144270681,0.11198688683168712,1.0529758154800328,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,9.083768489089238,0.171957229288628,1.0000000000000002,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,11.280589719169669,0.32847667018564763,1.0000000202743609,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,14.332227706530915,0.31218994301361924,1.7616843691286541,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,17.445386999154277,0.5040532449992181,1.3136978020168293,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,20.999999999840654,0.7056708322845413,3.3517257351797967,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,10,27.075859216543456,0.5746401621294073,3.2182817726619324,-9.514411580390112,-2.37322542444266,4.362355400603591e-18
11-JS.set,11,7.800987636971759,0.13746015548818669,1.5691814960762962,-9.442167130543938,-2.3381610096816403,9.806869423989374e-18
11-JS.set,11,11.273845166451183,0.30484464716245796,1.0000146185039767,-9.442167130543938,-2.3381610096816403,9.806869423989374e-18
11-JS.set,11,19.0239289659224,0.5261631770470991,4.786039163988354,-9.442167130543938,-2.3381610096816403,9.806869423989374e-18
11-JS.set,11,24.719991169118888,0.5957323708120015,3.4689089323959212,-9.442167130543938,-2.3381610096816403,9.806869423989374e-18
11-JS.set,11,29.366182504492265,0.3021553142776163,2.2470352553659687,-9.442167130543938,-2.3381610096816403,9.806869423989374e-18
11-JS.set,12,6.6755351947066135,0.18422519747352517,1.0000000000010794,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
11-JS.set,12,9.099999999999998,0.2788456615525394,2.4065339711392655,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
11-JS.set,12,11.28186370088643,0.5120233507991365,1.000000000066737,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
11-JS.set,12,13.900000000000002,0.3967223081582496,2.0081688455811593,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
11-JS.set,12,19.438372320691244,0.6809854811185456,3.7002988099421272,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
11-JS.set,12,26.013207117707463,0.6665544533961985,3.534858956178607,-9.613173897638918,-2.4448624227418705,3.595300465900814e-18
