file,cf,bw
76.npy,23.90787560655619,1.6662218407672704
76.npy,26.88377540588447,2.6594669423751283
76.npy,30.1357209667706,2.0247993470379533
77.npy,17.876091391657575,2.130678786571452
77.npy,26.078488406552736,3.2559460553006017
78.npy,11.10498674310521,2.2066993818579452
78.npy,20.61191618507086,1.9915016058402872
78.npy,24.17983956441437,3.154067832323676
78.npy,27.80495346235743,2.1977682027721475
79.npy,8.056313905502519,2.492970071831363
79.npy,12.195457773907068,3.1726477602696024
79.npy,15.339043961944538,2.2112747847804317
79.npy,49.44931585316389,12.851228221592573
79.npy,41.276202680675915,0.04654033102722249
8.npy,8.721013510813139,2.5986235070494472
8.npy,12.284137142323369,2.286296709230426
8.npy,23.390575792072013,1.8986233135395179
8.npy,26.665758020147237,2.968526956536256
8.npy,30.18508678753013,2.238687826154695
80.npy,16.07799393675747,3.7893842471899886
80.npy,28.17537797476332,3.2166827665386917
81.npy,11.797883666335235,2.377928541470197
81.npy,17.139861165584133,3.7893680470145834
81.npy,21.01611631077882,2.360636052044048
82.npy,15.679285292236477,2.3399156472118006
82.npy,18.95447624683046,3.0367605026126636
82.npy,22.158305863295794,2.2381194217287073
83.npy,11.41707582114303,1.3465365763039114
83.npy,19.362087622396775,2.1222623923963337
83.npy,23.112149583226685,3.4027533368116147
83.npy,27.219064694186795,2.4245124358901657
83.npy,49.730841927804306,6.711934553068861
84.npy,13.033823474208845,2.4811718722283485
84.npy,17.93356526591842,3.4995737214495555
84.npy,21.44777375939817,2.2716603146727414
85.npy,14.115182804878453,3.6397808836431023
85.npy,24.14397834109695,2.944454397032764
85.npy,47.979930888749784,7.709611084148034
86.npy,13.043554081860874,2.9324554386206163
86.npy,22.01598322066859,3.047679744037863
86.npy,48.645322375740626,8.576247295582416
87.npy,13.632167412570812,1.7290880193293163
87.npy,23.19551178252025,3.7760194364410773
87.npy,48.209952895104415,7.677467804451014
88.npy,6.418112736566185,2.179119719181769
88.npy,17.80536779493183,2.331297948329361
88.npy,20.991529913621,2.8324062403338446
89.npy,11.058208134861882,2.928925890743236
89.npy,19.95315016529876,3.0696407612476495
89.npy,47.81253829968771,8.809272263872566
9.npy,20.119282122357042,2.626750463060134
9.npy,23.447471563888342,2.645903465228586
90.npy,21.26927605330987,6.164087729509955
90.npy,28.465078963457835,3.7577498432367116
91.npy,16.091619734697606,2.457437622317885
91.npy,20.0363669800834,3.5150334882428322
91.npy,23.697438490233047,2.6138664018882363
92.npy,9.566221385719206,2.402109743704153
92.npy,13.657852708244787,3.409652663186676
92.npy,17.279697858661148,2.289433450676824
93.npy,14.404503670696068,2.5781289645251975
93.npy,19.49398068700335,3.6333275079479597
93.npy,23.252726822556,2.2747842475700857
93.npy,48.327248898526165,8.4702835589174
94.npy,7.9203461167815155,1.8022271668659828
94.npy,14.2241363516318,3.266282114398757
94.npy,17.331668216240995,1.9828542679296173
95.npy,10.851822289971782,2.8986137512305636
95.npy,22.00311196295543,3.2208322674075123
96.npy,13.5766971117274,1.9892910147192562
96.npy,16.356608017655383,2.624987132291944
96.npy,22.95767305230342,3.219738095605037
96.npy,26.191116885100094,2.3087412401577643
97.npy,23.28425446464959,3.254597954488515
97.npy,28.44326322815325,2.861625250182869
98.npy,8.279026664607489,2.5559408780067585
98.npy,12.57714102068132,3.0565198553603024
98.npy,15.51610735249193,2.103695629557452
99.npy,11.75238651603251,2.351943996127487
99.npy,22.212682219947823,2.189791137373694
99.npy,26.154136149996926,3.4074868927752227
99.npy,29.92019328786026,2.378030816569558
